Страна;Регион;Город;Оператор;Код;Тип (моб - 1, стационарный - 0)
Молдова;;; Voxtel;37369;1
Молдова;;;прочие;3736;1
Молдова;;;прочие;3737;1
Молдова;;;роуминг Moldcell;3737949;1
Молдова;;;роуминг Voxtel;373691;1
Молдова;;;роуминг Voxtel;373697;1
Молдова;;Приднестровье;;37321;0
Молдова;;Приднестровье;;3735;0
Молдова;;Приднестровье;;37353;0
Молдова;;Приднестровье;;37355;0
Молдова;;Приднестровье;;37356;0
Молдова;;;;37377;1
Молдова;;;;37322;0
Молдова;;;;37323;0
Молдова;;;;37324;0
Молдова;;;;37325;0
Молдова;;;;37326;0
Молдова;;;;37327;0
Молдова;;;;37329;0
Молдова;;;Приднестровье;373215;0
Молдова;;;Приднестровье;373219;0
Молдова;;;Приднестровье;373557;0
Молдова;;;Приднестровье;373210;0
Молдова;;;Приднестровье;373216;0
Молдова;;;Приднестровье;373552;0
Молдова;;;Приднестровье;373562;0
Молдова;;;Приднестровье;373533;0
Молдова;;;Приднестровье;373555;0
Молдова;;;PRS;373900;0
Молдова;;;внегеографические;37338;0
Молдова;;;внегеографические;37330;0
Молдова;;;Moldtelecom;373671;1
Молдова;;;Moldtelecom;373672;1
Молдова;;;Moldtelecom;373676;1
Молдова;;;Moldtelecom;373673;1
Молдова;;;Moldtelecom;373674;1
Молдова;;;Moldtelecom;373675;1
Молдова;;;Orange Moldova;37360;1
Молдова;;;Orange Moldova;373680;1
Молдова;;;Приднестровье;37377410;1
Монако;;;;377;0
Монако;;;K.FOR;37744;1
Монако;;;K.FOR;37745;1
Монако;;;K.FOR;37747;1
Монако;;;Others;3774;1
Монако;;;Others;3776;1
Монголия;;;;976;0
Монголия;;;;97650;1
Монголия;;;;97655;1
Монголия;;;;97688;1
Монголия;;;;97691;1
Монголия;;;;97692;1
Монголия;;;;97695;1
Монголия;;;;97696;1
Монголия;;;;97698;1
Монголия;;;;97699;1
Монтсеррат;;;;1664;0
Мьянма;;;;95;0
Нагорный Карабах;;;;37447;0
Нагорный Карабах;;;;37497;1
Намбия;;;;264;0
Намбия;;;;26481;1
Намбия;;;;26485;1
Науру;;;;674;0
Непал;;;;977;0
Нигер;;;;227;0
Нигер;;;;2279;1
Нигер;;Спец.сервисы;;2271;0
Нигер;;Спец.сервисы;;227201;0
Нигер;;Спец.сервисы;;2272039;0
Нигер;;Спец.сервисы;;22739;0
Нигерия;;;;234;0
Нигерия;;;;23470;1
Нигерия;;;;23480;1
Нигерия;;;;234812;1
Нигерия;;;;234813;1
Нигерия;;;;234819;1
Нигерия;;;;23490;1
Нигерия;;;Celtel;234802;1
Нигерия;;;Celtel;234808;1
Нигерия;;;Celtel;234708;1
Нигерия;;;Etisalat;234809;1
Нигерия;;;Etisalat;234818;1
Нигерия;;;Globacom;234805;1
Нигерия;;;Globacom;234705;1
Нигерия;;;Globacom;234807;1
Нигерия;;;Mtel;234804;1
Нигерия;;;MTN;234803;1
Нигерия;;;MTN;234810;1
Нигерия;;;MTN;234806;1
Нигерия;;;MTN;234816;1
Нигерия;;;MTN;234703;1
Нигерия;;;MTN;234706;1
Нигерия;;;Nitel;2347022;1
Нигерия;;;Nitel;2347021;1
Нидерландские Антильские о-ва;;;;599;0
Нидерланды;;;;31;0
Нидерланды;;;K.PN;31610;1
Нидерланды;;;K.PN;31612;1
Нидерланды;;;K.PN;31613;1
Нидерланды;;;K.PN;31620;1
Нидерланды;;;K.PN;31622;1
Нидерланды;;;K.PN;31623;1
Нидерланды;;;K.PN;31630;1
Нидерланды;;;K.PN;31651;1
Нидерланды;;;K.PN;31657;1
Нидерланды;;;K.PN;31665;1
Нидерланды;;;K.PN;31682;1
Нидерланды;;;K.PN;31683;1
Нидерланды;;;Orange;31618;1
Нидерланды;;;Orange;31638;1
Нидерланды;;;Orange;31639;1
Нидерланды;;;Orange;31648;1
Нидерланды;;;Others;316;1
Нидерланды;;;02 (Telefort);31617;1
Нидерланды;;;02 (Telefort);31619;1
Нидерланды;;;02 (Telefort);31633;1
Нидерланды;;;02 (Telefort);31644;1
Нидерланды;;;02 (Telefort);31645;1
Нидерланды;;;02 (Telefort);31647;1
Нидерланды;;;02 (Telefort);31649;1
Нидерланды;;;Те1е2;31636;1
Нидерланды;;;Те1е2;31640;1
Нидерланды;;;T-Mobile;31614;1
Нидерланды;;;T-Mobile;31634;1
Нидерланды;;;T-Mobile;31641;1
Нидерланды;;;T-Mobile;31642;1
Нидерланды;;;T-Mobile;31643;1
Нидерланды;;;T-Mobile;31681;1
Нидерланды;;;Vodafone;31611;1
Нидерланды;;;Vodafone;31615;1
Нидерланды;;;Vodafone;31621;1
Нидерланды;;;Vodafone;31625;1
Нидерланды;;;Vodafone;31627;1
Нидерланды;;;Vodafone;31629;1
Нидерланды;;;Vodafone;31631;1
Нидерланды;;;Vodafone;31637;1
Нидерланды;;;Vodafone;31646;1
Нидерланды;;;Vodafone;31650;1
Нидерланды;;;Vodafone;31652;1
Нидерланды;;;Vodafone;31655;1
Нидерланды;;;Vodafone;31680;1
Нидерланды;;;роуминг KPN;31653;1
Нидерланды;;;роуминг Orange;31628;1
Нидерланды;;;роуминг 02 (Telefort);31616;1
Нидерланды;;;роуминг 02 (Telefort);31626;1
Нидерланды;;;роуминг T-Mobile;31624;1
Нидерланды;;;роуминг Vodafone;31654;1
Нидерланды;;Спец.сервисы;;31660;0
Нидерланды;;Спец.сервисы;;31670;0
Нидерланды;;Спец.сервисы;;31671;0
Нидерланды;;Спец.сервисы;;31672;0
Нидерланды;;Спец.сервисы;;31673;0
Нидерланды;;Спец.сервисы;;31674;0
Нидерланды;;Спец.сервисы;;31675;0
Нидерланды;;Спец.сервисы;;316760;0
Нидерланды;;Спец.сервисы;;31677;0
Нидерланды;;Спец.сервисы;;31678;0
Нидерланды;;Спец.сервисы;;31679;0
Нидерланды;;Спец.сервисы;;3184;0
Нидерланды;;Спец.сервисы;;3185;0
Нидерланды;;Спец.сервисы;;3187;0
Нидерланды;;Спец.сервисы;;31900;0
Нидерланды;;Спец.сервисы;;31906;0
Нидерланды;;Спец.сервисы;;31909;0
Нидерланды;;;Tele 2;31640;1
Никарагуа;;;;505;0
Никарагуа;;;;5058;1
Никарагуа;;;;5058892;1
Никарагуа;;;;5058921;1
Никарагуа;;;;5058922;1
Ниуэ;;;;683;0
Новая Зеландия;;;;64;0
Новая Зеландия;;;;642;1
Новая Каледония;;;;687;0
Норвегия;;;;47;0
Норвегия;;;NetCom;474000;1
Норвегия;;;NetCom;474001;1
Норвегия;;;NetCom;474010;1
Норвегия;;;NetCom;474011;1
Норвегия;;;NetCom;474014;1
Норвегия;;;NetCom;47402;1
Норвегия;;;NetCom;47403;1
Норвегия;;;NetCom;47404;1
Норвегия;;;NetCom;474050;1
Норвегия;;;NetCom;474051;1
Норвегия;;;NetCom;474052;1
Норвегия;;;NetCom;474053;1
Норвегия;;;NetCom;474054;1
Норвегия;;;NetCom;474055;1
Норвегия;;;NetCom;474060;1
Норвегия;;;NetCom;474061;1
Норвегия;;;NetCom;474062;1
Норвегия;;;NetCom;474063;1
Норвегия;;;NetCom;474064;1
Норвегия;;;NetCom;474065;1
Норвегия;;;NetCom;474066;1
Норвегия;;;NetCom;474067;1
Норвегия;;;NetCom;474068;1
Норвегия;;;NetCom;474077;1
Норвегия;;;NetCom;4740825;1
Норвегия;;;NetCom;4740826;1
Норвегия;;;NetCom;4740827;1
Норвегия;;;NetCom;4740828;1
Норвегия;;;NetCom;4740829;1
Норвегия;;;NetCom;474083;1
Норвегия;;;NetCom;474094;1
Норвегия;;;NetCom;474095;1
Норвегия;;;NetCom;474096;1
Норвегия;;;NetCom;474097;1
Норвегия;;;NetCom;474098;1
Норвегия;;;NetCom;474099;1
Норвегия;;;NetCom;474100;1
Норвегия;;;NetCom;474101;1
Норвегия;;;NetCom;474106;1
Норвегия;;;NetCom;474107;1
Норвегия;;;NetCom;474117;1
Норвегия;;;NetCom;474118;1
Норвегия;;;NetCom;47450;1
Норвегия;;;NetCom;47451;1
Норвегия;;;NetCom;47452;1
Норвегия;;;NetCom;474539;1
Норвегия;;;NetCom;47454;1
Норвегия;;;NetCom;474550;1
Норвегия;;;NetCom;474551;1
Норвегия;;;NetCom;474559;1
Норвегия;;;NetCom;474566;1
Норвегия;;;NetCom;474567;1
Норвегия;;;NetCom;474568;1
Норвегия;;;NetCom;474569;1
Норвегия;;;NetCom;474576;1
Норвегия;;;NetCom;474577;1
Норвегия;;;NetCom;474578;1
Норвегия;;;NetCom;474579;1
Норвегия;;;NetCom;474583;1
Норвегия;;;NetCom;474584;1
Норвегия;;;NetCom;474586;1
Норвегия;;;NetCom;474591;1
Норвегия;;;NetCom;474593;1
Норвегия;;;NetCom;474594;1
Норвегия;;;NetCom;474595;1
Норвегия;;;NetCom;474598;1
Норвегия;;;NetCom;474599;1
Норвегия;;;NetCom;47464;1
Норвегия;;;NetCom;474650;1
Норвегия;;;NetCom;474654;1
Норвегия;;;NetCom;474660;1
Норвегия;;;NetCom;474661;1
Норвегия;;;NetCom;474662;1
Норвегия;;;NetCom;474663;1
Норвегия;;;NetCom;474664;1
Норвегия;;;NetCom;474665;1
Норвегия;;;NetCom;474668;1
Норвегия;;;NetCom;474669;1
Норвегия;;;NetCom;474670;1
Норвегия;;;NetCom;474673;1
Норвегия;;;NetCom;474674;1
Норвегия;;;NetCom;474675;1
Норвегия;;;NetCom;474676;1
Норвегия;;;NetCom;474677;1
Норвегия;;;NetCom;474714;1
Норвегия;;;NetCom;474715;1
Норвегия;;;NetCom;474716;1
Норвегия;;;NetCom;474717;1
Норвегия;;;NetCom;474744;1
Норвегия;;;NetCom;474833;1
Норвегия;;;NetCom;474834;1
Норвегия;;;NetCom;474836;1
Норвегия;;;NetCom;474837;1
Норвегия;;;NetCom;474840;1
Норвегия;;;NetCom;474841;1
Норвегия;;;NetCom;474848;1
Норвегия;;;NetCom;474849;1
Норвегия;;;NetCom;474850;1
Норвегия;;;NetCom;474851;1
Норвегия;;;NetCom;474852;1
Норвегия;;;NetCom;474859;1
Норвегия;;;NetCom;474893;1
Норвегия;;;NetCom;47599;1
Норвегия;;;NetCom;47920;1
Норвегия;;;NetCom;479210;1
Норвегия;;;NetCom;479217;1
Норвегия;;;NetCom;47922;1
Норвегия;;;NetCom;479237;1
Норвегия;;;NetCom;47924;1
Норвегия;;;NetCom;479257;1
Норвегия;;;NetCom;47926;1
Норвегия;;;NetCom;479277;1
Норвегия;;;NetCom;47928;1
Норвегия;;;NetCom;479297;1
Норвегия;;;NetCom;47930;1
Норвегия;;;NetCom;479317;1
Норвегия;;;NetCom;47932;1
Норвегия;;;NetCom;479337;1
Норвегия;;;NetCom;47934;1
Норвегия;;;NetCom;479357;1
Норвегия;;;NetCom;47936;1
Норвегия;;;NetCom;479377;1
Норвегия;;;NetCom;47938;1
Норвегия;;;NetCom;479391;1
Норвегия;;;NetCom;479410;1
Норвегия;;;NetCom;479411;1
Норвегия;;;NetCom;479412;1
Норвегия;;;NetCom;47942;1
Норвегия;;;NetCom;479442;1
Норвегия;;;NetCom;479443;1
Норвегия;;;NetCom;479447;1
Норвегия;;;NetCom;479448;1
Норвегия;;;NetCom;479449;1
Норвегия;;;NetCom;479664;1
Норвегия;;;NetCom;479692;1
Норвегия;;;NetCom;47980;1
Норвегия;;;NetCom;479815;1
Норвегия;;;NetCom;47982;1
Норвегия;;;NetCom;479837;1
Норвегия;;;NetCom;47984;1
Норвегия;;;NetCom;479854;1
Норвегия;;;NetCom;47986;1
Норвегия;;;NetCom;479876;1
Норвегия;;;NetCom;47988;1
Норвегия;;;NetCom;479899;1
Норвегия;;;Others;474;1
Норвегия;;;Others;4758;1
Норвегия;;;Others;4759;1
Норвегия;;;Others;479;1
Норвегия;;Спец.сервисы;;470;0
Норвегия;;Спец.сервисы;;471;0
Норвегия;;Спец.сервисы;;47810;0
Норвегия;;Спец.сервисы;;47815;0
Норвегия;;;Telenor;474004;1
Норвегия;;;Telenor;474005;1
Норвегия;;;Telenor;474006;1
Норвегия;;;Telenor;474007;1
Норвегия;;;Telenor;474008;1
Норвегия;;;Telenor;474009;1
Норвегия;;;Telenor;474015;1
Норвегия;;;Telenor;474016;1
Норвегия;;;Telenor;474017;1
Норвегия;;;Telenor;474018;1
Норвегия;;;Telenor;474019;1
Норвегия;;;Telenor;474084;1
Норвегия;;;Telenor;474085;1
Норвегия;;;Telenor;474086;1
Норвегия;;;Telenor;474087;1
Норвегия;;;Telenor;474088;1
Норвегия;;;Telenor;474089;1
Норвегия;;;Telenor;47414;1
Норвегия;;;Telenor;47415;1
Норвегия;;;Telenor;47416;1
Норвегия;;;Telenor;47417;1
Норвегия;;;Telenor;474184;1
Норвегия;;;Telenor;474185;1
Норвегия;;;Telenor;474186;1
Норвегия;;;Telenor;474187;1
Норвегия;;;Telenor;474188;1
Норвегия;;;Telenor;474189;1
Норвегия;;;Telenor;474580;1
Норвегия;;;Telenor;474581;1
Норвегия;;;Telenor;474582;1
Норвегия;;;Telenor;474585;1
Норвегия;;;Telenor;474587;1
Норвегия;;;Telenor;474588;1
Норвегия;;;Telenor;474589;1
Норвегия;;;Telenor;474597;1
Норвегия;;;Telenor;474666;1
Норвегия;;;Telenor;474667;1
Норвегия;;;Telenor;47468;1
Норвегия;;;Telenor;474690;1
Норвегия;;;Telenor;474691;1
Норвегия;;;Telenor;474692;1
Норвегия;;;Telenor;474693;1
Норвегия;;;Telenor;474694;1
Норвегия;;;Telenor;474695;1
Норвегия;;;Telenor;474696;1
Норвегия;;;Telenor;474720;1
Норвегия;;;Telenor;474721;1
Норвегия;;;Telenor;474722;1
Норвегия;;;Telenor;474745;1
Норвегия;;;Telenor;474746;1
Норвегия;;;Telenor;474747;1
Норвегия;;;Telenor;474748;1
Норвегия;;;Telenor;474749;1
Норвегия;;;Telenor;474750;1
Норвегия;;;Telenor;474751;1
Норвегия;;;Telenor;47476;1
Норвегия;;;Telenor;474770;1
Норвегия;;;Telenor;474771;1
Норвегия;;;Telenor;474775;1
Норвегия;;;Telenor;474776;1
Норвегия;;;Telenor;474777;1
Норвегия;;;Telenor;474778;1
Норвегия;;;Telenor;47478;1
Норвегия;;;Telenor;474790;1
Норвегия;;;Telenor;474797;1
Норвегия;;;Telenor;474798;1
Норвегия;;;Telenor;474799;1
Норвегия;;;Telenor;47480;1
Норвегия;;;Telenor;47481;1
Норвегия;;;Telenor;47482;1
Норвегия;;;Telenor;474830;1
Норвегия;;;Telenor;474842;1
Норвегия;;;Telenor;474884;1
Норвегия;;;Telenor;474885;1
Норвегия;;;Telenor;474886;1
Норвегия;;;Telenor;474887;1
Норвегия;;;Telenor;474888;1
Норвегия;;;Telenor;474889;1
Норвегия;;;Telenor;474894;1
Норвегия;;;Telenor;474895;1
Норвегия;;;Telenor;474896;1
Норвегия;;;Telenor;474897;1
Норвегия;;;Telenor;474898;1
Норвегия;;;Telenor;474899;1
Норвегия;;;Telenor;475900;1
Норвегия;;;Telenor;475901;1
Норвегия;;;Telenor;475902;1
Норвегия;;;Telenor;47591;1
Норвегия;;;Telenor;47592;1
Норвегия;;;Telenor;47595;1
Норвегия;;;Telenor;47900;1
Норвегия;;;Telenor;47901;1
Норвегия;;;Telenor;47902;1
Норвегия;;;Telenor;479036;1
Норвегия;;;Telenor;479040;1
Норвегия;;;Telenor;479041;1
Норвегия;;;Telenor;479047;1
Норвегия;;;Telenor;47905;1
Норвегия;;;Telenor;47906;1
Норвегия;;;Telenor;47907;1
Норвегия;;;Telenor;47908;1
Норвегия;;;Telenor;47909;1
Норвегия;;;Telenor;479100;1
Норвегия;;;Telenor;47911;1
Норвегия;;;Telenor;479124;1
Норвегия;;;Telenor;47913;1
Норвегия;;;Telenor;47915;1
Норвегия;;;Telenor;47916;1
Норвегия;;;Telenor;47917;1
Норвегия;;;Telenor;47918;1
Норвегия;;;Telenor;479191;1
Норвегия;;;Telenor;479199;1
Норвегия;;;Telenor;479400;1
Норвегия;;;Telenor;479401;1
Норвегия;;;Telenor;479403;1
Норвегия;;;Telenor;479405;1
Норвегия;;;Telenor;479413;1
Норвегия;;;Telenor;479414;1
Норвегия;;;Telenor;479415;1
Норвегия;;;Telenor;479416;1
Норвегия;;;Telenor;479417;1
Норвегия;;;Telenor;479418;1
Норвегия;;;Telenor;479419;1
Норвегия;;;Telenor;479474;1
Норвегия;;;Telenor;479475;1
Норвегия;;;Telenor;479476;1
Норвегия;;;Telenor;479477;1
Норвегия;;;Telenor;479478;1
Норвегия;;;Telenor;479479;1
Норвегия;;;Telenor;47948;1
Норвегия;;;Telenor;479490;1
Норвегия;;;Telenor;479497;1
Норвегия;;;Telenor;479498;1
Норвегия;;;Telenor;47950;1
Норвегия;;;Telenor;47951;1
Норвегия;;;Telenor;47952;1
Норвегия;;;Telenor;479530;1
Норвегия;;;Telenor;479533;1
Норвегия;;;Telenor;479536;1
Норвегия;;;Telenor;47954;1
Норвегия;;;Telenor;479552;1
Норвегия;;;Telenor;479555;1
Норвегия;;;Telenor;47957;1
Норвегия;;;Telenor;47958;1
Норвегия;;;Telenor;47959;1
Норвегия;;;Telenor;479601;1
Норвегия;;;Telenor;479604;1
Норвегия;;;Telenor;479609;1
Норвегия;;;Telenor;479620;1
Норвегия;;;Telenor;479622;1
Норвегия;;;Telenor;479623;1
Норвегия;;;Telenor;479650;1
Норвегия;;;Telenor;479651;1
Норвегия;;;Telenor;479660;1
Норвегия;;;Telenor;479661;1
Норвегия;;;Telenor;479662;1
Норвегия;;;Telenor;479663;1
Норвегия;;;Telenor;479689;1
Норвегия;;;Telenor;479693;1
Норвегия;;;Telenor;479694;1
Норвегия;;;Telenor;479695;1
Норвегия;;;Telenor;479696;1
Норвегия;;;Telenor;479697;1
Норвегия;;;Telenor;479698;1
Норвегия;;;Telenor;479699;1
Норвегия;;;Telenor;47970;1
Норвегия;;;Telenor;47971;1
Норвегия;;;Telenor;479740;1
Норвегия;;;Telenor;479741;1
Норвегия;;;Telenor;479742;1
Норвегия;;;Telenor;479743;1
Норвегия;;;Telenor;479746;1
Норвегия;;;Telenor;479747;1
Норвегия;;;Telenor;479748;1
Норвегия;;;Telenor;479749;1
Норвегия;;;Telenor;47975;1
Норвегия;;;Telenor;47976;1
Норвегия;;;Telenor;47977;1
Норвегия;;;Telenor;479795;1
Норвегия;;;Telenor;479796;1
Норвегия;;;Telenor;479797;1
Норвегия;;;Telenor;479798;1
Норвегия;;;Telenor;479799;1
Норвегия;;;Telenor;479905;1
Норвегия;;;Telenor;479906;1
Норвегия;;;Telenor;479907;1
Норвегия;;;Telenor;479908;1
Норвегия;;;Telenor;479909;1
Норвегия;;;Telenor;479910;1
Норвегия;;;Telenor;479911;1
Норвегия;;;Telenor;479912;1
Норвегия;;;Telenor;479915;1
Норвегия;;;Telenor;479916;1
Норвегия;;;Telenor;47992;1
Норвегия;;;Telenor;47993;1
Норвегия;;;Telenor;47994;1
Норвегия;;;Telenor;47995;1
Норвегия;;;Telenor;47999;1
Норвегия;;;Те1е2;47412;1
Норвегия;;;Те1е2;47413;1
Норвегия;;;Те1е2;474723;1
Норвегия;;;Те1е2;474724;1
Норвегия;;;Те1е2;474725;1
Норвегия;;;Те1е2;474726;1
Норвегия;;;Те1е2;474727;1
Норвегия;;;Те1е2;474728;1
Норвегия;;;Те1е2;474729;1
Норвегия;;;Те1е2;47473;1
Норвегия;;;роуминг NetCom;479200;1
Норвегия;;;роуминг Telenor;474171;1
Норвегия;;;роуминг Telenor;479000;1
Норвегия;;;NetCom;47407;1
Норвегия;;;NetCom;475931;1
Норвегия;;;NetCom;474047;1
Норвегия;;;NetCom;474046;1
Норвегия;;;NetCom;474048;1
Норвегия;;;NetCom;474049;1
Норвегия;;;NetCom;474045;1
Норвегия;;;NetCom;475932;1
Норвегия;;;Network Norway;474636;1
Норвегия;;;Network Norway;474678;1
Норвегия;;;Network Norway;475930;1
Норвегия;;;Network Norway;479679;1
Норвегия;;;Network Norway;474679;1
Норвегия;;;Network Norway;474835;1
Норвегия;;;Network Norway;479985;1
Норвегия;;;Network Norway;479986;1
Норвегия;;;Network Norway;479988;1
Норвегия;;;Network Norway;474623;1
Норвегия;;;Network Norway;474627;1
Норвегия;;;Network Norway;474637;1
Норвегия;;;Network Norway;474860;1
Норвегия;;;Network Norway;479671;1
Норвегия;;;Network Norway;479672;1
Норвегия;;;Network Norway;479673;1
Норвегия;;;Network Norway;479674;1
Норвегия;;;Network Norway;479675;1
Норвегия;;;Network Norway;474628;1
Норвегия;;;Network Norway;474793;1
Норвегия;;;Network Norway;475906;1
Норвегия;;;Network Norway;47966;1
Норвегия;;;Network Norway;474622;1
Норвегия;;;Network Norway;474625;1
Норвегия;;;Network Norway;47475;1
Норвегия;;;Network Norway;474791;1
Норвегия;;;Network Norway;474590;1
Норвегия;;;Network Norway;474626;1
Норвегия;;;Network Norway;474635;1
Норвегия;;;Network Norway;474639;1
Норвегия;;;Network Norway;47968;1
Норвегия;;;Network Norway;474634;1
Норвегия;;;Network Norway;474792;1
Норвегия;;;Network Norway;474832;1
Норвегия;;;Network Norway;474621;1
Норвегия;;;Network Norway;474624;1
Норвегия;;;Network Norway;474629;1
Норвегия;;;Network Norway;474638;1
Норвегия;;;Network Norway;474831;1
Норвегия;;;Network Norway;479670;1
Норвегия;;;Network Norway;479987;1
Норвегия;;;Network Norway;479989;1
Норвегия;;;Telenor;47472;1
Норвегия;;;Telenor;47941;1
Норвегия;;;Telenor;479000;1
Норфолк о-в;;;;6723;0
ОАЭ;;;;971;0
ОАЭ;;;;97150;1
ОАЭ;;;;97155;1
ОАЭ;;;;97156;1
Оман;;;;968;0
Оман;;;;9689;1
Пакистан;;;;92;0
Пакистан;;;;923;1
Пакистан;;;Mobilink;9230;1
Пакистан;;;Pakcom;9236;1
Пакистан;;;Paktel;9231;1
Пакистан;;;SCO;9235;1
Пакистан;;;Telenor;9234;1
Пакистан;;;Ufone;9233;1
Пакистан;;;Warid;9232;1
Палау;;;;680;0
Палестина;;;;970;0
Палестина;;;;97056;1
Палестина;;;;97059;1
Панама;;;;507;0
Панама;;;;5076;1
Папуа Новая Гвинея;;;;675;0
Парагвай;;;;595;0
Парагвай;;;;5959;1
Перу;;;;51;0
Перу;;;;5119;1
Перу;;;;51419;1
Перу;;;;51429;1
Перу;;;;51439;1
Перу;;;;51449;1
Перу;;;;51519;1
Перу;;;;51529;1
Перу;;;;51539;1
Перу;;;;51549;1
Перу;;;;51569;1
Перу;;;;51619;1
Перу;;;;51629;1
Перу;;;;51639;1
Перу;;;;51649;1
Перу;;;;51659;1
Перу;;;;51669;1
Перу;;;;51679;1
Перу;;;;51729;1
Перу;;;;739;1
Перу;;;;51749;1
Перу;;;;51769;1
Перу;;;;51829;1
Перу;;;;51839;1
Перу;;;;51849;1
Перу;;;;519;1
Перу;;;Спец.сети;51181;0
Перу;;;Спец.сети;51182;0
Перу;;;Спец.сети;51183;0
Перу;;;Спец.сети;51418;0
Перу;;;Спец.сети;51428;0
Перу;;;Спец.сети;51438;0
Перу;;;Спец.сети;51448;0
Перу;;;Спец.сети;51518;0
Перу;;;Спец.сети;51528;0
Перу;;;Спец.сети;51538;0
Перу;;;Спец.сети;51548;0
Перу;;;Спец.сети;51568;0
Перу;;;Спец.сети;51618;0
Перу;;;Спец.сети;51628;0
Перу;;;Спец.сети;51638;0
Перу;;;Спец.сети;51648;0
Перу;;;Спец.сети;51658;0
Перу;;;Спец.сети;51668;0
Перу;;;Спец.сети;51678;0
Перу;;;Спец.сети;51728;0
Перу;;;Спец.сети;51738;0
Перу;;;Спец.сети;51748;0
Перу;;;Спец.сети;51768;0
Перу;;;Спец.сети;51828;0
Перу;;;Спец.сети;51838;0
Перу;;;Спец.сети;51848;0
Перу;;;;51739;1
Перу;;;специальные сети;5118;0
Польша;;;;48;0
Польша;;Варшава;;4822;0
Польша;;;;48221001;0
Польша;;;;48221005;0
Польша;;;;4822110;0
Польша;;;;4822111;0
Польша;;;;482220;0
Польша;;;;482221;0
Польша;;;;4822222;0
Польша;;;;4822223;0
Польша;;;;4822224;0
Польша;;;;4822225;0
Польша;;;;4822226;0
Польша;;;;4822227;0
Польша;;;;4822228;0
Польша;;;;4822229;0
Польша;;;;48222300;0
Польша;;;;48222301;0
Польша;;;;48222303;0
Польша;;;;4822231;0
Польша;;;;4822232;0
Польша;;;;4822233;0
Польша;;;;4822234;0
Польша;;;;4822235;0
Польша;;;;4822236;0
Польша;;;;4822237;0
Польша;;;;4822238;0
Польша;;;;4822239;0
Польша;;;;4822240;0
Польша;;;;48222411;0
Польша;;;;48222412;0
Польша;;;;48222413;0
Польша;;;;48222414;0
Польша;;;;48222415;0
Польша;;;;48222416;0
Польша;;;;48222417;0
Польша;;;;48222418;0
Польша;;;;4822242;0
Польша;;;;4822243;0
Польша;;;;4822244;0
Польша;;;;4822245;0
Польша;;;;4822246;0
Польша;;;;48222471;0
Польша;;;;48222472;0
Польша;;;;48222473;0
Польша;;;;48222474;0
Польша;;;;48222475;0
Польша;;;;48222476;0
Польша;;;;48222479;0
Польша;;;;4822248;0
Польша;;;;4822249;0
Польша;;;;4822251;0
Польша;;;;4822252;0
Польша;;;;4822253;0
Польша;;;;4822254;0
Польша;;;;48222550;0
Польша;;;;48222552;0
Польша;;;;48222553;0
Польша;;;;48222555;0
Польша;;;;48222556;0
Польша;;;;48222558;0
Польша;;;;48222560;0
Польша;;;;48222561;0
Польша;;;;48222562;0
Польша;;;;48222563;0
Польша;;;;48222564;0
Польша;;;;48222566;0
Польша;;;;48222567;0
Польша;;;;48222568;0
Польша;;;;48222569;0
Польша;;;;4822257;0
Польша;;;;4822258;0
Польша;;;;4822259;0
Польша;;;;4822260;0
Польша;;;;48222611;0
Польша;;;;48222612;0
Польша;;;;48222613;0
Польша;;;;48222614;0
Польша;;;;48222615;0
Польша;;;;48222616;0
Польша;;;;48222617;0
Польша;;;;48222618;0
Польша;;;;48222619;0
Польша;;;;4822262;0
Польша;;;;48222631;0
Польша;;;;48222632;0
Польша;;;;48222633;0
Польша;;;;48222634;0
Польша;;;;48222635;0
Польша;;;;48222638;0
Польша;;;;4822264;0
Польша;;;;48222651;0
Польша;;;;48222652;0
Польша;;;;48222653;0
Польша;;;;48222654;0
Польша;;;;48222655;0
Польша;;;;48222656;0
Польша;;;;48222657;0
Польша;;;;48222658;0
Польша;;;;48222659;0
Польша;;;;4822266;0
Польша;;;;48222671;0
Польша;;;;48222672;0
Польша;;;;48222673;0
Польша;;;;48222677;0
Польша;;;;48222678;0
Польша;;;;48222679;0
Польша;;;;48222688;0
Польша;;;;48222689;0
Польша;;;;48222695;0
Польша;;;;48222696;0
Польша;;;;48222697;0
Польша;;;;48222698;0
Польша;;;;482227;0
Польша;;;;482228;0
Польша;;;;4822290;0
Польша;;;;4822291;0
Польша;;;;48222920;0
Польша;;;;48222921;0
Польша;;;;48222922;0
Польша;;;;48222923;0
Польша;;;;48222924;0
Польша;;;;48222925;0
Польша;;;;48222926;0
Польша;;;;48222928;0
Польша;;;;48222929;0
Польша;;;;48222931;0
Польша;;;;4822294;0
Польша;;;;48222953;0
Польша;;;;48222954;0
Польша;;;;4822296;0
Польша;;;;4822297;0
Польша;;;;4822298;0
Польша;;;;4822299;0
Польша;;;;4822300;0
Польша;;;;4822301;0
Польша;;;;4822302;0
Польша;;;;4822303;0
Польша;;;;4822304;0
Польша;;;;4822305;0
Польша;;;;4822306;0
Польша;;;;48223080;0
Польша;;;;48223081;0
Польша;;;;48223085;0
Польша;;;;48223086;0
Польша;;;;48223087;0
Польша;;;;48223088;0
Польша;;;;48223089;0
Польша;;;;4822309;0
Польша;;;;482231;0
Польша;;;;482232;0
Польша;;;;482233;0
Польша;;;;482234;0
